place,year,name,gender,count
OH,1944,Gretta,F,5
USA,1996,Kaman,M,7
GA,1975,Brad,M,60
USA,2008,Kajal,F,6
USA,1942,Midge,F,18
MI,2018,Hassan,M,29
TX,1957,Gretchen,F,8
NC,1926,Virgie,F,34
MO,1967,Kyle,M,68
CA,1993,Roxana,F,161
NC,1999,Sara,F,161
USA,1982,Jamesia,F,12
MS,2017,Legacy,F,7
MI,1952,Dan,M,151
USA,1936,Elidia,F,15
TN,1941,Viola,F,21
NY,1992,Rawle,M,6
WI,1995,Hayley,F,38
TX,2016,Madelynn,F,83
IL,1924,Georgiana,F,13
DC,1942,Wayne,M,44
AR,1998,Caroline,F,26
TX,1981,Tyrell,M,5
MS,2010,Zykeria,F,11
ID,1999,Leonardo,M,5
USA,1945,Della,F,532
KS,1946,Naomi,F,9
MS,1955,Hattie,F,58
USA,1993,Cato,M,5
FL,1948,Roscoe,M,8
TX,1990,Clyde,M,19
MI,1954,Lana,F,36
KY,1979,Julia,F,54
WI,1961,Carla,F,134
MO,1964,Randolph,M,11
MN,1951,Colleen,F,234
USA,1922,Madeleine,F,237
USA,1987,Charna,F,6
OK,2007,Cadence,M,5
MN,2010,Gloria,F,18
USA,2012,Demitrie,M,5
NJ,1935,Lee,F,7
CO,1999,Carley,F,6
MS,1935,Glennie,F,6
NC,1927,Jonah,M,7
USA,1969,Ayisha,F,10
TX,2013,Cynthia,F,70
NY,1921,Eve,F,21
USA,1980,Constantina,F,15
USA,1929,Alfonsa,M,6
PR,2012,Carlianys,F,6
CA,1964,Shelley,M,5
VT,1944,Roy,M,18
NC,1983,Leslie,F,152
SC,2016,Tessa,F,9
CT,1959,Rodney,M,30
USA,2014,Hawke,M,14
KY,1995,Lori,F,7
MI,2006,Andre,M,46
NM,2006,Chandler,M,6
NC,1938,Jimmie,F,12
KS,1927,Rex,M,26
IL,1951,Arleen,F,9
MA,1973,Noah,M,16
FL,2017,Kenzleigh,F,5
MD,1994,Mikala,F,5
NY,1951,Rodney,M,156
USA,1982,Genise,F,16
WV,1963,Ernie,M,9
MI,1947,Brad,M,10
MO,1923,Genevieve,F,71
IL,2010,Saya,F,6
MO,1952,Glenna,F,22
PA,1968,Darcy,F,24
CA,1957,Jayme,F,15
TX,1990,Nely,F,6
NC,2005,Coy,M,8
RI,2005,Jaiden,M,9
PA,1992,Reginald,M,27
MS,1965,Roslyn,F,7
USA,2011,Jami,F,25
GA,1926,Lonnie,M,70
LA,1942,Kirby,M,13
USA,2015,Hanif,M,16
SC,1975,Wendell,M,7
MO,1980,Brandon,M,435
CA,1962,Kendall,F,9
WI,2017,Tiffany,F,5
MI,1947,Roselyn,F,7
USA,1952,Stefanie,F,71
CO,1982,Kristofer,M,8
NC,1971,Janis,F,5
USA,1981,Ascencion,M,9
USA,2018,Olyvia,F,78
GA,1926,Jerry,M,36
WA,1972,Jesus,M,9
WV,2016,Braxton,M,86
OR,2016,Anya,F,6
NC,1977,Glenda,F,14
TN,1922,Bettie,F,26
NY,1981,Kristen,F,624
OH,2001,Dwight,M,10
USA,2018,Sabino,M,12
USA,1898,Waldo,M,21
WA,1976,Tara,F,102
KS,1928,Johnnie,M,22
NM,1933,Linda,F,7
NY,1966,Alina,F,6
NY,2018,Ford,M,14
USA,1887,Wilber,M,22
NY,1963,Mark,F,10
USA,1988,Izaac,M,6
AR,1929,Ruthie,F,55
VA,2017,Brianna,F,85
CT,1956,Darrell,M,17
OR,1981,Leroy,M,5
MT,1924,Bob,M,9
CA,2002,Meena,F,7
USA,1946,Angelena,F,11
VT,1999,Georgia,F,5
TX,1984,Eric,M,1621
AL,2016,Barrett,M,42
VA,2009,Jaylen,F,5
IL,1932,Abraham,M,6
ME,1960,Andrea,F,42
USA,2010,Dilara,F,8
USA,2006,Delanna,F,8
USA,2003,Kameran,F,7
NY,1974,Deirdra,F,7
PA,2001,Bryant,M,19
USA,1921,Melton,M,80
USA,1887,Abram,M,19
IL,1955,Hugh,M,26
IL,2010,Colby,M,49
OR,2004,Siera,F,5
USA,1971,Meaghan,F,43
IN,2016,Moises,M,7
NC,2003,Chris,M,19
GA,1952,Michael,M,1271
AL,2000,Clayton,M,58
RI,2004,Jayden,M,40
NC,2016,Leif,M,7
USA,1987,Killian,M,9
HI,1928,Yasuo,M,8
SC,1935,Ella,F,115
CA,1997,Mari,F,27
NH,1954,Gene,M,8
ID,2005,Kimberlee,F,5
WI,1980,Darius,M,6
SC,1988,Parker,M,5
USA,1998,Ashni,F,6
OK,1959,Melinda,F,42
USA,2000,Etienne,M,23
MN,1958,Vickie,F,82
USA,1991,Amel,F,5
USA,1991,Marwa,F,27
MA,1990,Terence,M,13
GA,2004,Davontae,M,5
TN,1976,Keri,F,40
NM,1979,Eli,M,10
USA,1975,Norwood,M,11
MS,2011,Pierce,M,6
USA,1968,Woodson,M,9
UT,1974,Angella,F,6
MS,1997,Michaela,F,31
MD,1950,Violet,F,9
USA,2010,Cailey,F,148
GA,1924,Callie,F,20
AR,1973,Michelle,F,192
PA,2012,Aliyah,F,74
SC,1928,Aaron,M,14
TN,2004,Raven,F,58
AR,2014,Everlee,F,10
PA,1998,Zaire,M,19
USA,1983,Kian,M,12
USA,1997,Chantz,M,68
MO,2001,Jamya,F,5
USA,1939,Budd,M,13
OH,2008,Mayson,M,13
CA,1989,Chelsi,F,20
ND,1999,Caitlin,F,6
NY,1971,Nathalie,F,16
KY,1921,Isabelle,F,8
NM,2011,Lila,F,6
MO,1988,Marla,F,8
MS,1913,Leo,M,26
CA,2008,Luisfernando,M,5
MT,1963,Teri,F,18
IL,1949,Ruthie,F,15
USA,1887,Rollie,M,16
IL,2014,Daquan,M,6
USA,1986,Garnet,M,8
MO,1952,Lewis,M,26
CA,1999,Deanna,F,131
MO,1982,Kacy,F,6
AZ,1982,Greg,M,5
AK,1961,Carol,F,28
PA,1912,Imogene,F,9
USA,2008,Kellis,F,14
MD,2009,Sophia,F,266
KS,1971,Patricia,F,72
USA,1938,Judythe,F,5
USA,1985,Rihana,F,8
USA,1998,Yasaman,F,11
USA,1990,Jenaro,M,11
USA,1947,Sharline,F,9
USA,1907,Delphia,F,45
USA,1976,Garen,M,8
CT,1990,Joanne,F,11
FL,1999,Ana,F,121
USA,1982,Tina,F,3218
USA,2010,Skylar,F,1719
NV,1924,Arthur,M,10
NC,1999,Daveon,M,5
NC,1957,Queenie,F,6
USA,2015,Myla,F,973
MN,1962,Nolan,M,5
NY,2001,Irene,F,40
MD,2003,Isaac,M,71
AL,1945,Cecelia,F,13
IN,1991,Pauline,F,8
USA,1992,Devonn,M,27
FL,1992,Eleanor,F,8
NC,1992,Tyshaun,M,6
WV,1926,Wesley,M,14
CA,1959,Bobette,F,7
USA,1979,Jan,F,197
USA,1991,Shekera,F,5
MN,1974,Curtis,M,51
OH,1957,Mary,F,3454
WA,1963,Leta,F,5
USA,1989,Xavius,M,5
WI,2014,Luca,M,22
USA,1946,Rueben,M,27
TX,2005,Jaedyn,M,14
USA,1974,Telena,F,8
VA,2014,Carolina,F,15
CA,2014,Natalie,F,1074
NJ,2018,Atharva,M,5
PA,1997,Iman,F,10
GA,1990,Addison,M,11
IL,1917,Amelia,F,43
WI,1925,Emmett,M,6
USA,2017,Sue,F,10
USA,2005,Owen,F,21
NC,1964,Dana,M,19
KY,1987,Ginger,F,6
PA,2006,Madisen,F,7
MD,2007,Chase,M,162
MI,1971,Miguel,M,24
NC,1952,Lavern,F,5
USA,1933,Josefa,F,44
SC,1989,Brooks,M,5
MI,1963,Candice,F,9
USA,1983,Chandra,F,461
USA,1994,Jourdain,M,9
NJ,2007,Allan,M,22
NC,1964,Dexter,M,30
NY,1989,Madiha,F,5
WA,1969,Derek,M,87
NY,1999,Sheila,F,38
USA,2012,Surya,F,10
USA,1978,Jeremy,M,19511
AL,1990,Mitchell,M,56
IL,1917,Betty,F,479
TX,1947,Karon,F,25
USA,1983,Corianne,F,11
AL,1974,Greta,F,7
NE,1921,Dora,F,19
USA,1984,Nicolaos,M,7
NM,1945,Peggy,F,30
MN,1997,Fernando,M,11
AL,1933,Raymond,M,123
MA,1939,Vera,F,12
TX,2014,Adel,M,6
MI,1994,Rae,F,5
OK,2010,Gauge,M,6
USA,1994,Kelcee,F,31
USA,1949,Alvera,F,24
USA,2002,Montrel,M,20
USA,1968,Casey,M,552
NM,2001,Spencer,M,7
WI,1916,Esther,F,317
WY,1924,Richard,M,40
AL,1915,Janie,F,48
VA,2006,Jackson,M,370
ID,2003,Mackenzie,F,40
GA,2010,Marlen,F,5
ID,2008,Adan,M,16
USA,2013,Fiyinfoluwa,M,5
MN,1934,Dana,F,5
USA,2011,Charley,M,85
TX,2008,Slade,M,42
OH,1962,Kerrie,F,6
NJ,1944,Paula,F,85
OH,2008,Benson,M,6
IN,1986,Herbert,M,6
CA,2002,Samari,F,6
USA,2014,Jaren,M,79
IA,2001,Mathew,M,10
AR,1952,Rena,F,10
AZ,2015,Marco,M,43
USA,1927,Laverta,F,11
KY,1982,Eddie,M,25
TX,1981,Leila,F,15
OH,1927,Michael,M,137
USA,2012,Tsion,F,19
MN,1925,Orpha,F,8
SC,1970,Maxine,F,10
PA,2011,Arabelle,F,5
USA,1992,Hanson,M,12
OR,1980,Andre,M,14
OH,2018,Quentin,M,20
IA,1973,Ernest,M,6
AL,1955,Diane,F,214
OH,2005,Kenyon,M,15
USA,2010,Jenell,F,11
NV,1959,Julia,F,5
TX,1961,Quentin,M,8
MI,1965,Alonzo,M,12
AR,1958,Jacqueline,F,33
MO,1916,Johnie,M,9
TX,2013,Lindsay,F,46
USA,1966,Shaune,M,9
WA,1982,Joanna,F,25
UT,1957,Marian,F,11
USA,1978,Sierra,F,159
TN,2004,Kevin,M,146
OH,2000,Amberly,F,11
AK,1947,Anne,F,6
FL,2010,Noam,M,10
USA,1981,Telisa,F,20
PA,1932,Roosevelt,M,5
USA,1975,Celinez,F,5
NJ,1985,Joaquin,M,8
AK,2006,Gabriel,M,40
IL,1982,Antonia,F,17
USA,2018,Logan,F,1074
USA,1971,Sylvia,M,11
USA,1993,Klarissa,F,76
OK,1973,Glenda,F,14
USA,1969,Kale,M,16
OH,1946,Jeffery,M,51
IL,2017,Aiza,F,6
CA,1984,Shaheed,M,6
UT,1996,Bryan,M,37
AK,1990,Erik,M,18
USA,1939,Dewey,F,5
WA,2012,Eddie,M,10
USA,1981,Helaine,F,6
NC,1997,Kalin,F,6
MD,1934,Ann,F,93
USA,1998,Lalo,M,6
CA,1985,Coral,F,26
WI,2015,Leo,M,129
IA,1963,Anita,F,40
USA,1999,Kirsi,F,6
USA,1991,Syeeda,F,6
KS,2018,Dayana,F,5
USA,1956,Rustin,M,9
TX,1963,Barbie,F,10
IA,2008,Kaylin,F,7
AZ,1999,Samuel,M,237
OK,1973,Meredith,F,10
MI,1954,Charisse,F,5
USA,1947,Norleen,F,5
IA,1962,Curt,M,22
NY,1967,Diann,F,8
WI,1989,Noah,M,42
NJ,1978,Suzanne,F,107
USA,1983,Tobby,M,9
VA,1979,Elaine,F,19
USA,1998,Jacksen,M,7
CA,1963,Mari,F,39
MO,1988,Daniel,M,653
TX,2016,Pax,M,10
KY,1981,Bryant,M,13
MA,1918,Helena,F,57
IN,1964,Wilma,F,19
DC,1965,Darius,M,6
KS,2003,Gianna,F,8
GA,1948,Frederick,M,54
WV,1995,Edward,M,24
USA,2005,Skyy,M,7
CA,1973,Valentina,F,16
USA,2003,Taheim,M,6
USA,1933,Jake,M,199
PA,1937,Dale,M,259
HI,1987,George,M,14
CT,1964,Louise,F,28
AL,1920,Timothy,M,6
USA,2006,Jalilah,F,6
MD,1955,Gordon,M,47
NJ,1932,Emma,F,53
SC,1938,Louise,F,177
USA,2005,Callaway,M,5
WA,1944,Roland,M,9
MI,2000,Isabella,F,203
KS,1974,Tammy,F,80
AL,2010,Ruben,M,7
OK,1961,Dana,M,11
NY,1992,Paloma,F,16
NJ,2016,Kaylin,F,11
USA,1924,Barbara,F,8306
SD,2015,Olive,F,8
TX,1946,Janie,F,330
DC,1983,Geoffrey,M,11
VA,2011,Jolene,F,9
IL,2004,Astrid,F,5
PA,1998,Randi,F,17
USA,1959,Florencio,M,15
IN,2014,Soren,M,7
AL,1942,Emma,M,5
USA,2005,Kyston,M,6
TN,1986,Colleen,F,7
ME,1948,Betsy,F,8
USA,1999,Romy,F,33
HI,1971,Harry,M,10
USA,2012,Hollis,F,64
IN,1957,Sophia,F,7
USA,1915,Estus,M,5
MO,2007,Travon,M,5
SC,2018,Luke,M,116
CO,2002,Jasper,M,11
NY,1953,Hollis,M,6
USA,1975,Dangelo,M,23
IN,1969,Charleen,F,5
NC,1913,Jarvis,M,7
IN,1966,Sheila,F,196
IL,1925,Millard,M,11
PA,1958,Gena,F,6
KS,2012,Quinn,M,10
USA,1993,Trinidad,M,45
USA,1984,Jamichael,M,10
USA,1933,Fredda,F,18
MN,1985,Cassandra,F,225
CT,1995,Destiny,F,46
KS,2018,Brody,M,27
MD,2010,Journee,F,9
TX,2010,Nanci,F,5
UT,1940,Marlene,F,23
USA,1887,Angelo,M,8
MD,2009,Fabian,M,6
NY,1934,Monroe,M,18
MS,1991,Landon,M,13
LA,1968,Teresa,F,96
FL,1983,Jacquelyn,F,79
NJ,2009,Carlee,F,5
WI,1999,Gregory,M,40
USA,1936,Huie,M,10
LA,1964,Penny,F,124
CA,2007,Julieann,F,9
PA,1989,Brittnay,F,10
TX,1981,Syed,M,5
NY,1954,Trina,F,7
UT,1947,Lyle,M,9
DE,1987,Stefanie,F,5
USA,1926,Flossie,F,445
CT,1985,Kristine,F,18
USA,1918,Feliberto,M,5
TX,1920,Enedina,F,11
MD,1985,Elyse,F,8
OR,2011,Amir,M,9
NE,1946,Alan,M,56
AZ,2015,Nathan,M,202
VT,1945,Marvin,M,7
FL,2015,Melinda,F,14
CA,2007,Donivan,M,7
DC,1938,Muriel,F,5
MI,2009,Yahya,M,9
MI,2015,Nathan,M,169
SC,1919,Eugene,M,137
NC,2005,Leticia,F,9
OH,2016,Chloey,F,5
AZ,1979,Buck,M,7
VA,1972,Keshia,F,5
WA,1970,Karyn,F,8
USA,1959,Austin,M,191
NJ,1967,Vito,M,18
FL,1987,Brittany,F,1246
OK,1968,Teddy,M,8
TX,1961,Glynn,M,19
AL,1970,Jacob,M,9
USA,1913,Wille,M,5
USA,1953,Clois,M,15
TX,1968,Jonathon,M,14
MS,2009,Celeste,F,5
NY,1938,Casper,M,5
WI,2002,Pablo,M,8
USA,2002,Evalynn,F,15
USA,1950,Michel,F,26
MS,2015,Bailee,F,15
KS,1971,Sheldon,M,10
GA,1952,Van,M,22
NC,1995,Alanna,F,11
USA,1968,Leandre,M,5
ID,1960,Kerri,F,5
USA,2005,Avalina,F,9
CA,1966,Carla,F,299
CT,1926,Selma,F,7
GA,1997,Martin,M,28
USA,2010,Trinidee,F,6
MT,1952,Allen,M,35
USA,1992,Fareed,M,15
CT,1975,Jayne,F,6
KY,1957,Barbra,F,5
MA,1999,Whitney,F,11
SC,1995,Collin,M,22
IN,2001,Ivy,F,18
USA,2000,Pablo,M,1010
USA,1996,Aricka,F,10
FL,1970,Tommie,M,17
SD,1972,Kathleen,F,10
USA,1996,Abria,F,27
PA,1940,Rolland,M,9
USA,2015,Khayla,F,9
USA,1952,Junie,F,13
CA,2006,Jeanelle,F,19
MD,1935,Diana,F,7
USA,1930,Mack,F,5
NY,1988,Cari,F,7
NC,1925,Monroe,M,20
ME,1988,Carly,F,6
IN,2000,Arielle,F,5
WA,2011,Elliot,F,15
ID,1914,Gladys,F,22
HI,2004,Bronson,M,8
TX,2007,Wilmer,M,19
USA,2005,Lithzy,F,14
OH,1930,Charlie,M,12
USA,2010,Wenceslao,M,7
USA,1992,Monica,M,24
FL,2012,Destini,F,7
NE,1984,Melissa,F,170
WI,1980,Naomi,F,24
PA,1926,Arletta,F,5
NY,1977,Kelly,F,1286
CO,2011,Curtis,M,9
NH,2001,Jeffrey,M,13
USA,1997,Jess,F,8
USA,2013,Edy,M,20
MI,2008,Mariana,F,28
UT,2013,Martha,F,7
USA,1975,Jessenia,F,37
MI,1933,Odessa,F,5
PA,1962,Paulette,F,47
USA,1940,Francella,F,5
GA,1964,Roger,M,163
TX,1961,Cornell,M,10
CA,1941,Romelia,F,5
VA,1919,Marilyn,F,5
NC,1998,Amya,F,5
OR,1996,Maria,F,107
GA,2004,Nakayla,F,7
OK,1987,Elijah,M,11
MD,2014,Ashlynn,F,10
OK,1915,Odis,M,12
USA,2007,Ramaya,F,19
NC,1959,Connie,F,273
USA,1982,Laree,F,15
MS,2015,Zion,F,9
TN,1933,Augusta,F,6
CA,1963,Annemarie,F,17
KS,1971,Tara,F,47
NM,1923,Vincent,M,9
OR,1968,Kristin,F,72
USA,2001,Seraya,F,5
USA,1937,Tyrone,M,71
TX,1999,West,M,6
UT,1951,Karma,F,7
PA,1975,Ada,F,9
GA,1980,Dan,M,9
CA,1949,Coleen,F,21
USA,2016,Ruddy,M,5
GA,1983,Ryan,F,10
OK,1947,Erma,F,18
USA,2016,Faizah,F,11
MN,1964,Caroline,F,31
NY,1934,Carolee,F,22
TX,1944,Lidia,F,35
TX,1947,Rosario,M,5
LA,1974,Sheri,F,22
MI,1976,Mason,M,8
IL,1958,Rusty,M,27
USA,1983,Nhan,M,7
AL,1965,Kay,F,14
FL,1981,Jennie,F,31
WI,1959,Paul,M,750
CA,2006,Sahar,F,7
USA,1981,Douglass,M,51
USA,2007,Ephraim,M,151
TN,1971,Anglea,F,5
MO,2011,Maurice,M,15
IL,2007,Taylor,M,28
USA,1978,Porfirio,M,37
IA,1997,Kody,M,19
MS,1991,Brandon,M,265
GA,2015,Kaylyn,F,8
TN,1958,Sheri,F,11
OK,2007,Annika,F,7
SC,2003,Calvin,M,13
AL,1978,Shana,F,38
USA,1994,Deaaron,M,14
CA,1973,Aldo,M,22
AK,1979,Kristin,F,10
MS,2008,Jared,M,19
MN,2004,Leon,M,5
DC,1973,Stacie,F,10
CA,2000,Jonnathan,M,10
LA,2014,Izabella,F,22
OH,2015,Alia,F,10
NY,1935,Mimi,F,9
CA,1977,Rosalyn,F,25
USA,1927,Recie,F,8
WI,2000,Mitchell,M,167
USA,1986,Irwin,M,19
VA,1987,Hugh,M,7
OH,1974,Tamera,F,7
TX,2011,Alysha,F,8
VA,1955,Freda,F,32
USA,2016,Blessed,F,13
GA,2017,Micah,M,196
WV,2015,Case,M,5
CA,1932,Noel,M,22
NJ,1940,Jacquelyn,F,21
NY,1979,Nelson,M,165
DC,1941,Rhoda,F,6
MS,1923,Izola,F,5
USA,2013,Nakyia,F,8
USA,1983,Tyshia,F,7
FL,2005,Jacari,M,19
MD,2011,Tommy,M,7
USA,1992,Sumer,F,23
MO,1977,Tamika,F,24
TX,2007,Mckenna,F,120
OK,1927,Patty,F,25
OH,1960,Loretta,F,170
CO,2014,Emery,M,5
USA,1962,Dale,F,378
DC,1985,Audrey,F,6
CA,2015,Zendaya,F,27
USA,1991,Melodie,F,97
AZ,2012,Zulema,F,5
CT,2005,Elisa,F,6
OK,1918,Lois,F,250
HI,1958,Roxanne,F,16
MS,1929,Myrtis,F,29
USA,2016,Daisymae,F,9
WV,1917,Dora,F,43
USA,2007,Anise,F,21
WY,1954,Lorraine,F,8
PA,1986,Alissa,F,40
FL,1982,Kenyada,F,5
MA,1930,Leslie,M,23
CT,2008,Ayanna,F,8
WV,1959,Joel,M,14
VA,2018,Parker,F,40
FL,2010,Jurnee,F,8
OH,2015,Demetrius,M,22
VA,2006,Zachary,M,322
IA,1927,Cecil,M,42
CA,2001,Vicky,F,28
USA,1983,Martinez,M,20
MI,2016,Aydin,M,9
USA,1897,Hortense,F,58
USA,1942,Shaaron,F,9
SD,1979,Rachael,F,10
MI,1974,Brett,M,112
USA,2001,Sayer,M,7
NC,1994,Vanessa,F,34
USA,1977,Sheree,F,292
USA,1975,Enrique,M,645
CA,1979,January,F,22
NY,1934,Santa,F,15
CO,2011,Kole,M,6
FL,1964,Edna,F,30
MD,2002,Anika,F,6
CA,1977,Summer,F,356
TN,1961,Stella,F,16
TX,2008,Alisandra,F,6
CA,1987,Lenny,M,5
TX,2001,Brandyn,M,12
CA,2008,Pete,M,18
CA,2004,Ira,M,10
OR,1971,Leanne,F,12
USA,1966,Ronal,M,17
USA,1942,Marne,F,7
USA,1924,Minerva,F,183
WI,2000,Carol,F,6
USA,1923,Ivin,M,7
MI,1990,Brian,M,687
NV,1942,Juanita,F,7
USA,1927,Bently,M,6
USA,2018,Helder,M,5
OH,1991,Arianne,F,7
USA,2012,Yamina,F,6
SC,2006,Rachel,F,64
USA,2016,Zantiago,M,6
TN,1994,Juliana,F,8
NV,2017,Nayeli,F,13
USA,1995,Adam,F,13
MN,2001,Martin,M,27
NC,1988,Ebonie,F,13
DC,1991,Jairo,M,7
MO,2012,Zoey,F,204
USA,1975,Vincenzo,M,74
SD,1928,Steven,M,5
CA,1921,Al,M,6
HI,1985,Christina,F,64
AR,1988,Roderick,M,14
OR,1992,Jessica,F,447
KS,2005,Charles,M,57
USA,1990,Jasmin,F,1218
AZ,1975,Tricia,F,24
USA,1948,Benton,M,58
TX,1984,Nehemiah,M,5
GA,1970,Amy,F,542
USA,1993,Shynesha,F,5
UT,1955,Phillip,M,31
WA,2010,Yair,M,6
MI,1992,Martina,F,10
USA,1976,Mclean,M,6
WY,2003,Brady,M,7
CT,2001,Payton,F,10
OK,1983,Hanna,F,7
NH,1994,Max,M,7
MD,2001,Walter,M,20
PA,1947,Celia,F,11
OH,1968,Annemarie,F,17
TN,1925,Warren,M,29
IN,2002,Kenyon,M,5
USA,1989,Frieda,F,19
USA,1976,Philip,F,20
GA,1990,Marie,F,21
AZ,1982,Brittney,F,20
TX,1983,Coral,F,12
USA,1921,Othel,F,6
MS,1959,Dolores,F,6
GA,1990,Mackenzie,M,9
USA,1994,Anneka,F,16
GA,1931,Rossie,F,5
TN,2017,Amyra,F,6
NY,1993,Shatima,F,7
TX,2016,Amberlynn,F,15
HI,1957,Sue,F,10
NM,2016,Lorenzo,M,14
MS,1923,Raymond,M,51
ME,1990,Alicia,F,45
AR,2002,Clarissa,F,5
DE,2004,Jayson,M,5
RI,1995,Kristina,F,16
USA,1972,Deon,F,44
PA,1962,Theodore,M,196
IN,1941,Susan,F,247
LA,1977,Bambi,F,12
CA,1992,Alysia,F,45
USA,1962,Logan,M,60
LA,2009,Mariya,F,5
KY,1964,Shelby,M,8
IL,1970,Katie,F,37
IA,1970,Lynda,F,13
USA,1986,Lise,F,17
WI,2008,Alexia,F,12
USA,1962,Jacob,M,475
NJ,1960,Raphael,M,6
TR,2008,Emma,F,7
USA,1994,Vaughan,M,20
USA,1997,Jada,M,9
SD,1915,Mary,F,177
USA,1980,Grisel,F,22
HI,2011,Izabella,F,7
FL,1959,Luz,F,12
USA,1989,Nakia,M,12
IN,2008,Isaiah,M,256
TX,2010,Keeli,F,5
WV,1948,Scottie,M,5
IN,1976,Sondra,F,10
LA,2001,Frederick,M,19
USA,1921,Temple,F,11
NY,1986,Diamond,F,14
SC,1971,Kerry,M,13
MO,1965,Shirley,F,69
MA,1994,Yesenia,F,14
USA,1969,Yasmine,F,13
CO,1960,Wilma,F,9
USA,2004,Steffi,F,12
CA,2017,Advait,M,11
CA,1921,Harley,M,12
USA,2012,Deya,F,6
NJ,2003,Jiya,F,5
ID,1961,Robyn,F,16
SC,2017,Raegan,F,29
FL,1995,Deric,M,10
MI,1923,Vada,F,7
TN,1916,Janet,F,10
NJ,2006,Genevieve,F,26
MS,1921,Lewis,M,46
MO,2015,Rylee,F,66
USA,1983,Chyanne,F,10
KY,2007,Loren,F,5
USA,2011,Bailynn,F,9
FL,2012,Skylee,F,6
MD,1942,Dora,F,13
USA,1969,Breck,M,33
MI,2008,Lola,F,68
NM,1980,Kristine,F,9
USA,2016,Lisamarie,F,15
USA,1986,Daphanie,F,8
HI,1992,Kellie,F,8
IA,1938,Laverne,M,31
USA,1986,Payton,F,13
USA,1998,Zelda,F,15
OK,1985,Cassidy,F,21
KY,1962,Monty,M,13
OH,1921,Annabell,F,5
FL,2006,Irma,F,8
IL,1960,Wayde,M,6
USA,1940,Dunbar,M,5
NY,2015,Maiya,F,12
DE,1953,Yvonne,F,8
FL,1973,Cole,M,7
LA,1999,Isaiah,M,75
NC,1997,Damien,M,35
DE,1933,Dolores,F,24
OH,2018,Emory,M,10
OK,1934,Sanford,M,5
ID,1926,Pearl,F,12
USA,2007,Tavon,M,98
NC,1921,Charles,M,791
FL,2008,Payton,F,175
CA,2008,Marjorie,F,18
IN,1995,Celeste,F,10
USA,1997,Tianna,F,536
MI,2004,Dario,M,12
USA,2013,Jari,M,9
TN,1957,Earl,M,72
FL,1987,Edwardo,M,5
CA,1981,Walker,M,6
NM,1943,Darrell,M,5
CO,1932,Larry,M,34
MN,1979,Elissa,F,16
WA,1949,Kermit,M,6
AR,1970,Bart,M,10
NY,2006,Nicole,F,434
USA,1999,Arleigh,F,13
USA,1964,Lashaun,F,18
USA,1888,Laura,F,1624
USA,2014,Napoleon,M,17
NJ,1983,Valerie,F,84
MN,2016,Lydia,F,128
VA,2009,Karly,F,5
CA,1967,Karolyn,F,6
TN,2007,Caleigh,F,8
OH,2014,Shiloh,M,8
CA,1980,Gladys,F,91
AL,1975,Sondra,F,5
MD,1958,Russell,M,109
USA,2010,Anyiah,F,41
IA,1958,Cindy,F,362
MS,1988,Yolanda,F,15
USA,2004,Romulo,M,8
FL,2003,Jayden,F,54
WI,1992,Kathy,F,7
OK,1994,Jacie,F,7
USA,1993,Shanera,F,8
USA,1998,Sache,F,8
USA,2008,Joci,F,10
USA,2006,Asmaa,F,35
MT,1986,Mary,F,27
USA,1980,Bobijo,F,5
USA,2007,Shataya,F,5
MA,2013,Marshall,M,11
USA,2004,Samyia,F,19
MS,2009,Zion,M,16
WA,2005,Laura,F,41
USA,1911,Neoma,F,31
USA,1992,Avraham,M,63
MA,2011,Mark,M,51
USA,1990,Nycole,F,32
WA,2000,Kenton,M,5
TX,1961,Rosana,F,6
USA,1974,Zackary,M,43
TX,1977,Roel,M,42
CT,1920,Stacia,F,8
PA,1955,Marisa,F,5
USA,1905,Priscilla,F,88
NV,1958,Terry,F,11
OK,1915,Charles,M,354
WY,2014,Gracie,F,9
PA,2012,Zayn,M,5
OH,1959,Chrystal,F,5
IA,2004,Zachery,M,11
AZ,1984,Melanie,F,45
KY,1970,Ted,M,11
NV,1943,Mary,F,50
USA,2006,Ehren,M,24
MS,1919,Clifton,M,75
CA,1988,Elsie,F,22
OR,1972,Sherry,F,23
USA,1978,Jaima,F,14
MO,2017,Jaida,F,6
TN,2001,Chris,M,9
CA,2000,Kalynn,F,9
CO,1954,Gwen,F,5
IL,1984,Harley,M,5
TX,1950,Sandy,F,25
USA,1987,Deandrea,F,62
NM,1984,Adan,M,5
USA,1957,Diana,F,9426
USA,1953,Mozetta,F,6
NJ,2011,Salma,F,16
NY,2008,Carley,F,13
NV,1992,Stephanie,F,95
WI,2005,Winston,M,6
AK,1942,Sally,F,7
NE,1971,Dionne,F,5
USA,1913,Garland,M,193
RI,1989,Candice,F,5
PA,1996,Alesha,F,14
WA,1949,Evelyn,F,44
MI,1911,Francis,M,21
USA,2014,Jag,M,9
IN,1959,Karen,F,1085
USA,1984,Kaseem,M,6
TX,1917,Mario,M,9
SD,1958,Kyle,M,6
NY,1983,Cheri,F,17
NE,1990,Carl,M,13
MD,1998,Kaleb,M,7
NY,2002,Tyree,M,21
IL,1993,Carlos,M,217
CA,2007,Nubia,F,19
MI,1991,Isaac,M,72
USA,2011,Jamiria,F,8
TX,2014,Jezabelle,F,5
USA,1933,Cristobal,M,13
MI,2007,Valentina,F,16
